50,1,220,115,17,18,1,-1,-1,-1
51,1,220,117,15,16,1,-1,-1,-1
52,1,219,117,17,17,1,-1,-1,-1
53,1,220,117,15,17,1,-1,-1,-1
54,1,220,118,13,16,1,-1,-1,-1
55,1,219,116,16,19,1,-1,-1,-1
56,1,217,117,15,19,1,-1,-1,-1
57,1,218,119,13,16,1,-1,-1,-1
58,1,218,116,15,19,1,-1,-1,-1
59,1,218,119,13,16,1,-1,-1,-1
60,1,218,120,14,16,1,-1,-1,-1
61,1,217,120,12,16,1,-1,-1,-1
62,1,217,120,13,16,1,-1,-1,-1
63,1,216,121,13,16,1,-1,-1,-1
64,1,217,120,12,17,1,-1,-1,-1
65,1,217,120,14,17,1,-1,-1,-1
66,1,217,118,16,18,1,-1,-1,-1
67,1,216,119,15,17,1,-1,-1,-1
68,1,216,119,16,19,1,-1,-1,-1
69,1,216,119,16,20,1,-1,-1,-1
70,1,215,116,19,23,1,-1,-1,-1
71,1,215,123,14,17,1,-1,-1,-1
72,1,214,123,15,16,1,-1,-1,-1
73,1,215,123,14,16,1,-1,-1,-1
74,1,214,124,15,15,1,-1,-1,-1
75,1,214,124,14,16,1,-1,-1,-1
76,1,214,124,15,17,1,-1,-1,-1
77,1,213,124,16,17,1,-1,-1,-1
78,1,213,124,16,16,1,-1,-1,-1
79,1,213,125,16,18,1,-1,-1,-1
80,1,213,126,14,17,1,-1,-1,-1
81,1,212,125,15,19,1,-1,-1,-1
82,1,211,128,15,15,1,-1,-1,-1
83,1,211,127,15,16,1,-1,-1,-1
84,1,210,126,18,17,1,-1,-1,-1
85,1,211,128,14,16,1,-1,-1,-1
86,1,210,126,15,19,1,-1,-1,-1
87,1,208,128,15,17,1,-1,-1,-1
88,1,209,127,16,19,1,-1,-1,-1
89,1,209,129,12,17,1,-1,-1,-1
90,1,209,130,13,16,1,-1,-1,-1
91,1,208,130,13,17,1,-1,-1,-1
92,1,207,130,14,17,1,-1,-1,-1
93,1,207,131,14,17,1,-1,-1,-1
94,1,207,132,14,15,1,-1,-1,-1
95,1,206,131,15,17,1,-1,-1,-1
96,1,206,131,15,17,1,-1,-1,-1
97,1,206,132,15,17,1,-1,-1,-1
98,1,205,133,14,16,1,-1,-1,-1
99,1,206,132,14,18,1,-1,-1,-1
100,1,205,134,14,17,1,-1,-1,-1
101,1,204,132,14,18,1,-1,-1,-1
102,1,204,133,17,18,1,-1,-1,-1
103,1,204,134,15,17,1,-1,-1,-1
104,1,203,136,12,16,1,-1,-1,-1
105,1,203,134,13,18,1,-1,-1,-1
106,1,203,136,14,16,1,-1,-1,-1
107,1,202,135,16,17,1,-1,-1,-1
108,1,203,138,13,14,1,-1,-1,-1
109,1,202,136,14,17,1,-1,-1,-1
110,1,203,136,13,17,1,-1,-1,-1
111,1,202,136,15,19,1,-1,-1,-1
112,1,200,135,17,19,1,-1,-1,-1
113,1,200,136,18,19,1,-1,-1,-1
114,1,201,136,15,19,1,-1,-1,-1
115,1,200,135,15,21,1,-1,-1,-1
116,1,200,138,16,17,1,-1,-1,-1
117,1,199,138,16,18,1,-1,-1,-1
118,1,199,141,14,15,1,-1,-1,-1
119,1,199,140,16,16,1,-1,-1,-1
120,1,199,139,13,18,1,-1,-1,-1
121,1,200,141,16,17,1,-1,-1,-1
122,1,200,142,14,17,1,-1,-1,-1
123,1,198,141,15,19,1,-1,-1,-1
124,1,198,141,13,19,1,-1,-1,-1
125,1,197,143,15,16,1,-1,-1,-1
126,1,197,143,14,17,1,-1,-1,-1
127,1,196,144,13,17,1,-1,-1,-1
128,1,197,144,15,16,1,-1,-1,-1
129,1,197,145,13,17,1,-1,-1,-1
130,1,195,144,16,19,1,-1,-1,-1
131,1,195,144,15,18,1,-1,-1,-1
132,1,195,146,14,17,1,-1,-1,-1
133,1,194,145,16,20,1,-1,-1,-1
134,1,195,146,16,18,1,-1,-1,-1
135,1,194,147,15,18,1,-1,-1,-1
136,1,193,147,15,18,1,-1,-1,-1
137,1,192,148,18,16,1,-1,-1,-1
138,1,192,148,14,18,1,-1,-1,-1
139,1,191,148,15,18,1,-1,-1,-1
140,1,191,149,15,16,1,-1,-1,-1
141,1,191,148,15,17,1,-1,-1,-1
142,1,191,151,13,15,1,-1,-1,-1
143,1,191,149,14,17,1,-1,-1,-1
144,1,190,151,14,16,1,-1,-1,-1
145,1,189,151,15,16,1,-1,-1,-1
146,1,189,148,16,20,1,-1,-1,-1
147,1,189,154,13,14,1,-1,-1,-1
148,1,189,152,13,16,1,-1,-1,-1
149,1,189,152,16,17,1,-1,-1,-1
150,1,189,153,13,15,1,-1,-1,-1
151,1,189,152,15,17,1,-1,-1,-1
152,1,189,152,14,17,1,-1,-1,-1
153,1,188,153,14,17,1,-1,-1,-1
154,1,188,155,15,18,1,-1,-1,-1
155,1,188,157,14,16,1,-1,-1,-1
156,1,187,155,17,19,1,-1,-1,-1
157,1,189,160,14,16,1,-1,-1,-1
158,1,189,160,16,16,1,-1,-1,-1
159,1,189,159,15,18,1,-1,-1,-1
160,1,188,159,16,18,1,-1,-1,-1
161,1,189,159,13,18,1,-1,-1,-1
162,1,187,161,17,16,1,-1,-1,-1
163,1,187,161,17,17,1,-1,-1,-1
164,1,187,161,15,17,1,-1,-1,-1
165,1,186,161,15,17,1,-1,-1,-1
166,1,186,162,16,15,1,-1,-1,-1
167,1,186,160,17,19,1,-1,-1,-1
168,1,185,163,16,16,1,-1,-1,-1
169,1,185,164,16,16,1,-1,-1,-1
170,1,185,164,13,16,1,-1,-1,-1
171,1,184,166,14,16,1,-1,-1,-1
172,1,184,165,16,18,1,-1,-1,-1
173,1,183,167,13,16,1,-1,-1,-1
174,1,183,167,13,18,1,-1,-1,-1
175,1,182,166,16,18,1,-1,-1,-1
176,1,182,167,14,18,1,-1,-1,-1
177,1,182,168,14,17,1,-1,-1,-1
178,1,181,170,13,16,1,-1,-1,-1
179,1,180,170,15,16,1,-1,-1,-1
180,1,180,170,15,17,1,-1,-1,-1
181,1,180,171,14,15,1,-1,-1,-1
182,1,180,171,15,17,1,-1,-1,-1
183,1,180,171,16,17,1,-1,-1,-1
184,1,180,173,14,17,1,-1,-1,-1
185,1,180,172,15,18,1,-1,-1,-1
186,1,180,173,14,18,1,-1,-1,-1
187,1,181,173,12,18,1,-1,-1,-1
188,1,178,173,16,18,1,-1,-1,-1
189,1,180,174,14,17,1,-1,-1,-1
190,1,179,174,15,18,1,-1,-1,-1
191,1,178,175,13,17,1,-1,-1,-1
192,1,178,176,14,16,1,-1,-1,-1
193,1,177,176,14,16,1,-1,-1,-1
194,1,177,176,13,17,1,-1,-1,-1
195,1,177,177,11,16,1,-1,-1,-1
196,1,177,177,11,16,1,-1,-1,-1
197,1,176,176,13,17,1,-1,-1,-1
198,1,176,176,12,19,1,-1,-1,-1
199,1,175,178,14,17,1,-1,-1,-1
200,1,176,180,13,17,1,-1,-1,-1
201,1,176,182,12,15,1,-1,-1,-1
202,1,176,181,13,16,1,-1,-1,-1
203,1,175,181,14,16,1,-1,-1,-1
204,1,174,181,16,16,1,-1,-1,-1
205,1,175,182,13,16,1,-1,-1,-1
206,1,174,182,12,16,1,-1,-1,-1
207,1,174,182,13,17,1,-1,-1,-1
208,1,175,183,14,16,1,-1,-1,-1
209,1,175,184,13,15,1,-1,-1,-1
210,1,174,183,13,17,1,-1,-1,-1
211,1,174,183,14,17,1,-1,-1,-1
212,1,174,185,14,16,1,-1,-1,-1
213,1,173,185,14,17,1,-1,-1,-1
214,1,172,187,12,14,1,-1,-1,-1
215,1,172,185,14,17,1,-1,-1,-1
216,1,173,185,14,17,1,-1,-1,-1
217,1,172,186,15,17,1,-1,-1,-1
218,1,171,186,14,17,1,-1,-1,-1
219,1,172,187,12,16,1,-1,-1,-1
220,1,172,187,14,16,1,-1,-1,-1
221,1,171,189,14,15,1,-1,-1,-1
222,1,171,188,15,17,1,-1,-1,-1
223,1,170,189,16,17,1,-1,-1,-1
224,1,171,188,14,18,1,-1,-1,-1
225,1,169,191,12,17,1,-1,-1,-1
226,1,169,190,17,18,1,-1,-1,-1
227,1,168,192,15,17,1,-1,-1,-1
228,1,168,192,15,17,1,-1,-1,-1
229,1,168,192,14,17,1,-1,-1,-1
230,1,168,193,13,17,1,-1,-1,-1
231,1,168,194,12,15,1,-1,-1,-1
232,1,169,193,12,16,1,-1,-1,-1
233,1,168,191,17,20,1,-1,-1,-1
234,1,168,189,18,21,1,-1,-1,-1
235,1,167,187,18,23,1,-1,-1,-1
236,1,168,192,15,18,1,-1,-1,-1
237,1,167,192,16,19,1,-1,-1,-1
238,1,166,191,17,21,1,-1,-1,-1
239,1,166,193,19,19,1,-1,-1,-1
240,1,167,193,16,18,1,-1,-1,-1
241,1,166,194,13,17,1,-1,-1,-1
242,1,166,195,17,18,1,-1,-1,-1
243,1,165,193,17,20,1,-1,-1,-1
244,1,165,194,16,19,1,-1,-1,-1
245,1,165,194,17,20,1,-1,-1,-1
246,1,166,196,15,17,1,-1,-1,-1
247,1,165,195,16,20,1,-1,-1,-1
248,1,165,194,15,21,1,-1,-1,-1
249,1,165,197,14,17,1,-1,-1,-1
250,1,164,193,17,21,1,-1,-1,-1
251,1,164,194,16,20,1,-1,-1,-1
252,1,164,195,14,19,1,-1,-1,-1
253,1,163,194,16,21,1,-1,-1,-1
254,1,163,195,14,20,1,-1,-1,-1
255,1,163,195,14,21,1,-1,-1,-1
256,1,164,196,12,19,1,-1,-1,-1
257,1,162,197,14,18,1,-1,-1,-1
258,1,162,197,15,19,1,-1,-1,-1
259,1,162,199,13,17,1,-1,-1,-1
260,1,160,196,15,20,1,-1,-1,-1
261,1,161,197,17,19,1,-1,-1,-1
262,1,160,199,15,18,1,-1,-1,-1
263,1,160,199,17,18,1,-1,-1,-1
264,1,160,198,18,19,1,-1,-1,-1
265,1,160,200,16,19,1,-1,-1,-1
266,1,159,200,16,19,1,-1,-1,-1
267,1,160,201,17,20,1,-1,-1,-1
268,1,161,202,16,18,1,-1,-1,-1
269,1,161,202,16,19,1,-1,-1,-1
270,1,161,201,19,20,1,-1,-1,-1
271,1,162,203,16,18,1,-1,-1,-1
272,1,161,201,17,22,1,-1,-1,-1
273,1,161,203,17,19,1,-1,-1,-1
274,1,161,202,17,20,1,-1,-1,-1
275,1,159,204,19,19,1,-1,-1,-1
276,1,158,201,21,22,1,-1,-1,-1
277,1,159,201,20,23,1,-1,-1,-1
278,1,159,201,19,22,1,-1,-1,-1
279,1,160,203,19,20,1,-1,-1,-1
280,1,159,204,19,20,1,-1,-1,-1
281,1,158,207,16,18,1,-1,-1,-1
282,1,157,205,20,19,1,-1,-1,-1
283,1,157,207,18,17,1,-1,-1,-1
284,1,157,208,16,17,1,-1,-1,-1
285,1,156,206,17,19,1,-1,-1,-1
286,1,157,209,15,16,1,-1,-1,-1
287,1,156,207,17,19,1,-1,-1,-1
288,1,156,206,16,21,1,-1,-1,-1
289,1,154,207,15,21,1,-1,-1,-1
290,1,155,209,16,19,1,-1,-1,-1
291,1,152,210,17,20,1,-1,-1,-1
292,1,153,211,14,19,1,-1,-1,-1
293,1,153,211,13,19,1,-1,-1,-1
294,1,153,211,16,20,1,-1,-1,-1
295,1,152,207,19,24,1,-1,-1,-1
296,1,152,210,17,22,1,-1,-1,-1
297,1,152,210,18,22,1,-1,-1,-1
298,1,153,210,18,22,1,-1,-1,-1
299,1,152,211,15,21,1,-1,-1,-1
300,1,150,215,14,17,1,-1,-1,-1
